Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
21,1,E90915mtx17,14.66,25.79,25.79,54,53.8,26.18,26.18,1,IMPORTED IMPORTED LUM 384 tenth Second read(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,9/21/2020 8:15:39 AM,

,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,258720,2680,2640,1920,1600,2840,1560,1800,2280,2440,3440,360,1080,3720,1240,2640,3320,2280,2200,4960,2360,,,
,270840,10880,7880,10240,9080,10200,13880,11240,10920,11200,17560,2400,9280,13040,13840,14920,18680,17760,17960,15720,19560,,,
,270600,16840,12840,19040,13280,16080,16760,20320,23480,30320,28200,9200,22040,29120,28040,34440,31920,33600,34040,35080,32360,,,
,290440,18200,19760,18200,16560,18960,29840,31600,38960,36440,36200,13120,24240,31080,34320,36920,36600,37240,45040,40960,41360,,,
,276040,21480,14360,18240,19160,31920,38880,45280,49960,51840,48200,17520,33520,39280,39080,50240,47400,51040,46920,53120,50080,,,
,297800,40680,35840,29840,36800,45000,63000,62400,74960,70280,70120,20840,39080,42360,49800,52920,62040,66680,65680,65280,69720,,,
,289440,52000,47960,46480,46600,63920,107280,139800,139520,157440,141880,25000,49240,59000,60640,91080,109000,133280,135680,130240,127840,,,
,302560,48800,48000,48840,52320,77920,215520,239800,267040,255440,269240,31400,46800,64360,76920,159600,220880,243680,244520,252080,252400,,,
,281920,62680,56880,49800,54000,101200,258160,269520,272920,282040,282680,26920,48960,72920,98160,222200,265400,290480,279040,294720,287000,,,
,296800,116280,52520,52480,56560,119800,287120,284440,296360,277000,320880,34800,55600,76080,115800,242440,291600,289480,289880,304040,290480,,,
,296040,303560,309160,292720,288960,291880,298800,299240,303080,295600,305080,286640,301640,303760,313680,303280,299720,296560,304560,303400,313360,,,
,298440,16360,29680,39680,45480,74880,189280,263680,287000,296160,291160,24760,41400,50720,67840,131560,235040,290960,289080,299160,298120,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,


Basic assay information 
Assay ID: ,,,,2880
Assay Started: ,,,,9/21/2020 7:48:20 AM
Assay Finished: ,,,,N/A
Assay Exported: ,,,,9/21/2020 8:16:58 AM
Protocol ID: ,,,,100168
Protocol Name: ,,,,CTG_LUM 384 Black Falcon 0.1s SCREENING
Serial#: ,,,,1040989




Exported with EnVision Workstation version 1.13.3009.1409
