Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
26,1,H09915mtx17,14.63,25.7,25.72,54.4,54.3,26.08,26.1,1,IMPORTED IMPORTED LUM 384 tenth Second read(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,9/21/2020 8:21:52 AM,

,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,487400,49640,38000,40800,42600,54760,48600,40440,45320,57280,51920,11200,33400,58960,50560,50880,51360,61680,57280,47320,52440,,,
,546160,53480,54160,52600,57840,55800,58800,58640,67280,62200,63360,33320,57600,61320,62400,64000,72880,69160,70560,66640,76560,,,
,550360,58240,51200,61160,49680,59240,57960,67600,72560,80640,76920,51960,63120,80240,76200,80360,76800,91040,75680,76160,81640,,,
,558160,51560,58920,50360,52200,60040,76360,80840,90400,89240,91960,42880,68920,72240,76680,78200,96080,91600,96440,85800,96200,,,
,541800,57800,54600,58720,52480,82800,102800,132280,139200,154920,142800,62280,76040,94480,93080,125400,132280,154920,139240,162000,136920,,,
,553160,93720,72640,61080,76440,125160,250320,233640,288560,278080,312080,59440,100080,103040,135280,174520,254800,220240,269360,233280,310440,,,
,583400,147200,108880,81000,102400,203640,436280,508640,509200,542280,516680,76680,109880,159840,203760,359680,522000,578800,560280,550600,589120,,,
,622720,232360,86120,107440,146400,295760,584960,572880,575880,595080,605200,78320,123880,178040,279520,528320,568360,584280,578800,563920,618920,,,
,551440,88760,100240,110400,143200,272320,519520,528800,521720,557320,527120,81160,124560,202960,321600,513120,629200,621920,575840,544480,634080,,,
,770240,276600,129320,112600,160720,390000,547080,535920,554720,599200,550800,82040,136080,224560,373960,525560,552440,628880,613280,626240,556120,,,
,550360,555120,545240,552680,564600,525240,549560,540200,545320,551880,540120,572920,547160,545400,574600,561920,562600,556240,564200,552000,573640,,,
,570000,31640,59080,79000,139600,217680,465360,550080,561920,550960,558160,20120,71080,113520,200160,351400,530880,547360,546120,556760,570920,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,


Basic assay information 
Assay ID: ,,,,2880
Assay Started: ,,,,9/21/2020 7:48:20 AM
Assay Finished: ,,,,N/A
Assay Exported: ,,,,9/21/2020 8:23:13 AM
Protocol ID: ,,,,100168
Protocol Name: ,,,,CTG_LUM 384 Black Falcon 0.1s SCREENING
Serial#: ,,,,1040989




Exported with EnVision Workstation version 1.13.3009.1409
